elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,point_vector
930,1,6,27,0,0,2,3,0,0,1,2,12,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.631,12.104,3,89,4,2,2,1
972,1,6,28,0,0,2,3,15,0,1,2,13,15,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,37.223,35.455,9,89,5,1,2,1
1026,1,6,29,0,0,2,3,30,0,1,2,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.118,9.176,1,89,2,2,2,1
1062,1,6,30,0,0,2,3,40,0,1,1,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.203,7.884,1,110,5,1,1,1
1094,1,7,31,0,0,3,3,0,0,2,2,15,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.701,46.853,13,92,2,2,2,2
1147,1,7,32,0,0,3,3,0,15,2,2,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,3.66,1,88,3,2,2,2
1176,1,7,33,0,0,3,3,0,30,2,1,16,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.805,10.567,2,127,2,2,2,1
1203,1,7,34,0,0,3,3,15,30,2,1,16,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.948,28.273,7,118,4,2,2,2
1233,1,7,35,0,0,3,3,15,40,2,1,16,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.327,2.835,1,130,4,1,2,2
1361,1,8,36,0,0,3,4,0,0,1,1,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32,4.699,1,101,3,2,1,1
1381,1,8,37,0,0,3,4,15,0,1,1,18,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.127,9.493,3,100,2,2,1,1
1404,1,8,38,0,0,3,4,30,0,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.406,3.946,1,95,1,1,2,1
1435,1,8,39,0,0,3,4,40,0,1,1,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.014,6.034,1,110,4,2,1,1
1402,1,9,40,0,0,4,4,0,0,2,1,20,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0.438,1,128,4,2,0,2
1566,1,9,41,0,0,4,4,0,15,2,1,21,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33.005,31.819,4,120,5,1,0,1
1598,1,9,42,0,0,4,4,15,15,2,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.178,4.38,1,93,2,2,1,2
1645,1,9,43,0,0,4,4,15,30,2,1,21,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0.947,1,118,4,2,0,2
1660,1,9,44,0,0,4,4,15,40,2,1,21,23,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.918,12.846,3,123,4,2,2,2
1763,1,10,45,0,0,4,5,0,0,1,1,21,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.246,5.553,2,110,3,2,2,2
1785,1,10,46,0,0,4,5,0,15,1,1,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712,5.195,1,114,4,2,2,1
1810,1,10,47,0,0,4,5,15,15,1,2,23,24,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,45.61,41.164,11,92,1,2,2,1
1869,1,10,48,0,0,4,5,30,15,1,1,24,24,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.868,14.641,3,106,5,2,1,1
1899,1,10,49,0,0,4,5,40,15,1,2,24,25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.863,3.218,0,0,3,1,0,2
1934,1,10,50,0,0,4,5,40,30,1,2,24,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.395,1.778,0,0,4,1,0,2
1971,1,10,51,0,0,4,5,40,40,1,1,24,27,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,68.407,63.676,16,113,4,2,2,2
2030,1,10,52,0,0,4,5,40,41,1,1,25,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.89,1.049,1,122,4,2,0,1
2058,1,10,53,0,0,4,5,40,40,1,2,25,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.377,31.823,10,89,2,2,2,2
2113,1,10,54,0,0,4,5,40,41,1,1,26,28,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,20.826,23.442,5,119,2,2,2,1
2169,1,10,55,0,0,4,5,40,40,1,2,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977,5.097,1,104,3,2,1,1
2213,1,10,56,0,0,4,5,41,40,1,1,28,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.601,4.872,1,126,5,1,1,1
2245,1,11,57,0,0,5,5,0,0,2,1,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.924,2.363,1,121,2,2,2,2
2262,1,11,58,0,0,5,5,0,15,2,1,29,29,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,35.824,22.479,8,118,4,2,1,1
2292,1,11,59,0,0,5,5,15,15,2,2,29,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.677,6.583,1,94,2,2,1,2
2323,1,11,60,0,0,5,5,15,30,2,2,29,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.756,6.845,1,91,1,2,2,2
2366,1,11,61,0,0,5,5,15,40,2,1,30,31,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.196,27.1,8,111,3,2,1,1
2399,1,11,62,0,0,5,5,30,40,2,2,30,32,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13.711,10.761,3,84,3,2,1,2
2509,1,12,63,0,0,5,6,0,0,1,2,30,33,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.109,21.874,6,84,2,2,2,2
2553,1,12,64,0,0,5,6,0,15,1,2,31,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.726,9.195,3,78,1,2,1,1
2634,1,12,65,0,0,5,6,15,15,1,2,32,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.239,28.335,9,84,1,2,1,1
2681,1,12,66,0,0,5,6,30,15,1,2,32,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.194,1.874,0,0,2,1,0,2
2724,1,12,67,0,0,5,6,30,30,1,1,33,34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14.551,12.786,3,111,2,2,2,1
2754,1,12,68,0,0,5,6,40,30,1,1,34,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.537,5.776,1,114,5,1,2,1
2783,1,13,69,0,0,6,6,0,0,2,2,34,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10.061,7.553,1,96,2,2,2,2
2822,1,13,70,0,0,6,6,0,1,1,1,35,35,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15.66,18.06,5,117,3,2,2,1
2855,1,13,71,0,0,6,6,1,1,1,2,35,36,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.906,24.309,6,80,2,2,2,2
2903,1,13,72,0,0,6,6,1,2,2,2,35,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.229,4.4,1,91,1,2,2,2
2937,1,13,73,0,0,6,6,1,3,2,1,35,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.083,2.574,1,130,4,2,0,2
2961,1,13,74,0,0,6,6,1,4,1,2,35,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.188,31.943,8,86,4,2,2,2
3030,1,13,75,0,0,6,6,1,5,1,1,35,40,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13.809,13.593,2,110,3,1,0,2
3057,1,13,76,0,0,6,6,1,6,2,2,36,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.826,5.783,2,84,3,2,2,1
3116,1,13,77,0,0,6,6,2,6,2,2,37,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.39,8.806,2,91,4,2,0,1
3157,1,13,78,0,0,6,6,3,6,1,1,38,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.246,10.528,3,117,2,2,1,1
3185,1,13,79,0,0,6,6,4,6,1,1,38,41,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.788,18.096,4,123,4,2,1,2
3343,2,1,80,0,1,0,0,0,0,1,1,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371,2.006,1,122,4,2,0,1
3361,2,1,81,0,1,0,0,15,0,1,2,40,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.452,15.289,3,92,2,2,1,1
3397,2,1,82,0,1,0,0,30,0,1,2,40,42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.445,6.159,0,0,2,1,1,2
3429,2,1,83,0,1,0,0,30,15,1,1,40,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.334,17.041,4,102,4,2,1,2
3460,2,1,84,0,1,0,0,30,30,1,1,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,5.478,1,123,4,2,1,1
3481,2,1,85,0,1,0,0,40,30,1,1,41,44,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.249,29.909,8,100,2,2,2,2
3516,2,1,86,0,1,0,0,40,40,1,1,42,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.125,18.839,5,111,5,2,2,1
3548,2,1,87,0,1,0,0,41,40,1,1,43,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.521,31.664,3,103,4,2,2,1
3618,2,2,88,0,1,1,0,0,0,2,1,43,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0.608,1,129,4,2,0,2
3632,2,2,89,0,1,1,0,0,15,2,2,44,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.978,0.83,0,0,5,1,0,1
3661,2,2,90,0,1,1,0,15,15,2,1,45,45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24.957,19.823,6,102,5,2,1,1
3693,2,2,91,0,1,1,0,30,15,2,1,45,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.654,18.78,3,116,4,2,1,2
3721,2,2,92,0,1,1,0,30,30,2,1,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.975,5.118,1,117,5,2,1,2
3739,2,2,93,0,1,1,0,30,40,2,1,45,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.112,3.521,1,122,3,1,2,2
3800,2,3,94,0,1,1,1,0,0,1,1,46,48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,1.074,1,117,4,1,0,1
3820,2,3,95,0,1,1,1,15,0,1,2,46,49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.013,2.986,0,0,0,0,2,2
3870,2,3,96,0,1,1,1,15,15,1,2,46,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.173,31.73,8,99,2,2,1,2
3923,2,3,97,0,1,1,1,15,30,1,2,46,51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.803,1.728,0,0,1,1,0,2
3965,2,3,98,0,1,1,1,15,40,1,1,46,52,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,14.481,20.548,4,117,4,1,2,2
4062,2,4,99,0,1,1,2,0,0,2,1,46,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.916,4.75,1,109,1,2,1,2
4093,2,4,100,0,1,1,2,0,15,2,2,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.513,1,90,3,1,1,2
4120,2,4,101,0,1,1,2,0,30,2,2,46,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.487,9.277,1,90,4,2,2,2
4153,2,4,102,0,1,1,2,0,40,2,1,46,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.124,4.797,1,119,5,1,2,2
4185,2,5,103,0,1,1,3,0,0,1,1,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.353,5.034,1,107,5,1,1,1
4203,2,5,104,0,1,1,3,15,0,1,1,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.993,3.365,1,91,4,2,2,1
4221,2,5,105,0,1,1,3,30,0,1,1,49,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.644,29.411,7,110,3,2,2,1
4257,2,5,106,0,1,1,3,40,0,1,1,50,56,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.484,10.703,3,109,3,1,2,1
4350,2,6,107,0,1,2,3,0,0,2,2,51,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.742,2.409,0,0,5,1,0,1
4377,2,6,108,0,1,2,3,15,0,2,1,51,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303,0.892,1,125,4,2,0,2
4395,2,6,109,0,1,2,3,15,15,2,2,51,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.954,7.515,1,95,4,2,1,2
4425,2,6,110,0,1,2,3,15,30,2,1,51,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.974,5.604,1,124,3,1,1,2
4443,2,6,111,0,1,2,3,15,40,2,1,52,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.013,8.242,2,130,4,2,2,1
4466,2,6,112,0,1,2,3,30,40,2,1,52,60,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.138,5.852,1,128,3,2,2,2
4498,2,7,113,0,1,2,4,0,0,1,1,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.502,5.049,1,114,2,1,2,1
4516,2,7,114,0,1,2,4,15,0,1,2,54,60,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.337,23.725,7,90,1,2,2,1
4573,2,7,115,0,1,2,4,30,0,1,1,55,60,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0.737,1,118,4,2,0,1
4593,2,7,116,0,1,2,4,40,0,1,1,56,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.381,3.948,1,111,3,2,1,1
4684,2,8,117,0,1,3,4,0,0,2,1,57,60,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.531,20.4,6,124,2,2,2,1
4710,2,8,118,0,1,3,4,15,0,2,1,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.34,18.146,2,124,5,2,1,1
4751,2,8,119,0,1,3,4,30,0,2,2,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.423,5.139,1,99,4,2,1,2
4782,2,8,120,0,1,3,4,30,15,2,1,58,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,4.311,1,124,5,1,1,2
4801,2,8,121,0,1,3,4,30,30,2,1,58,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.259,3.105,1,131,4,2,2,2
4819,2,8,122,0,1,3,4,30,40,2,1,58,64,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.488,10.33,3,124,5,2,0,2
4856,2,9,123,0,1,3,5,0,0,1,2,59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.302,11.855,3,92,4,2,2,1
4893,2,9,124,0,1,3,5,15,0,1,2,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,6.875,1,90,4,2,1,1
4925,2,9,125,0,1,3,5,30,0,1,1,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,4.438,1,108,2,2,1,1
4944,2,9,126,0,1,3,5,40,0,1,2,61,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.691,14.988,4,90,4,1,2,2
4980,2,9,127,0,1,3,5,40,15,1,1,61,66,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.828,30.597,8,115,3,2,1,2
5012,2,9,128,0,1,3,5,40,30,1,1,62,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.686,15.921,3,111,4,2,2,1
4990,2,10,129,0,1,4,5,0,0,2,1,63,66,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.531,7.902,2,130,4,2,2,1
5013,2,10,130,0,1,4,5,15,0,2,1,63,67,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.145,7.154,3,115,4,2,2,2
5037,2,10,131,0,1,4,5,15,15,2,2,64,67,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.225,17.375,6,90,4,2,2,1
5203,2,10,132,0,1,4,5,30,15,2,1,64,68,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.422,18.992,5,129,5,1,2,2
5236,2,10,133,0,1,4,5,30,30,2,1,65,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.083,5.216,2,133,2,2,2,1
5263,2,10,134,0,1,4,5,40,30,2,1,65,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,11.694,9.143,3,123,4,2,2,2
5297,2,10,135,0,1,4,5,40,40,2,1,65,70,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.298,6.614,3,118,5,1,2,2
5318,2,10,136,0,1,4,5,40,41,2,2,65,71,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.69,12.612,3,84,3,2,2,2
5462,3,1,137,0,2,0,0,0,0,1,1,65,72,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.91,17.166,4,111,3,2,2,2
5490,3,1,138,0,2,0,0,0,15,1,1,66,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.506,3.032,1,106,4,2,2,1
5509,3,1,139,0,2,0,0,15,15,1,1,67,72,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.129,19.585,3,121,4,2,2,1
5537,3,1,140,0,2,0,0,30,15,1,1,67,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.126,6.009,2,113,3,1,2,2
5560,3,1,141,0,2,0,0,30,30,1,1,67,74,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.609,8.183,2,119,4,2,0,2
5587,3,1,142,0,2,0,0,30,40,1,1,67,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.703,15.279,4,113,3,2,2,2
5640,3,2,143,0,2,0,1,0,0,2,1,67,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0.468,1,121,4,2,0,2
5654,3,2,144,0,2,0,1,0,15,2,1,67,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.658,1,119,4,2,0,2
5666,3,2,145,0,2,0,1,0,30,2,1,67,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.906,2.517,1,111,5,2,2,2
5683,3,2,146,0,2,0,1,0,40,2,2,68,78,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.662,18.369,6,98,1,2,2,1
5720,3,2,147,0,2,0,1,15,40,2,1,68,79,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.061,0.626,1,113,5,2,0,2
5762,3,3,148,0,2,0,2,0,0,1,1,68,80,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.973,9.926,4,101,3,2,2,2
5784,3,3,149,0,2,0,2,0,15,1,1,69,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,1.462,1,102,4,2,0,1
5805,3,3,150,0,2,0,2,15,15,1,1,69,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.063,4.751,2,112,3,1,1,2
5827,3,3,151,0,2,0,2,15,30,1,1,70,81,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48.81,54.552,13,118,5,2,2,1
5871,3,3,152,0,2,0,2,30,30,1,1,71,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.894,4.553,1,113,2,2,1,1
5891,3,3,153,0,2,0,2,40,30,1,1,72,81,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.389,10.692,3,104,4,2,2,1
5992,3,4,154,0,2,1,2,0,0,2,1,72,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636,2.233,1,132,2,2,2,2
6005,3,4,155,0,2,1,2,0,15,2,2,72,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.154,4.583,1,87,1,2,1,2
6032,3,4,156,0,2,1,2,0,30,2,1,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.478,4.616,1,113,5,1,1,2
6048,3,4,157,0,2,1,2,0,40,2,1,72,85,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053,0.634,1,119,4,2,0,2
6079,3,5,158,0,2,1,3,0,0,1,1,73,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697,2.834,1,108,5,1,0,1
6095,3,5,159,0,2,1,3,15,0,1,1,74,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.053,14.483,3,106,3,2,1,1
6116,3,5,160,0,2,1,3,30,0,1,1,74,86,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.893,17.324,4,105,5,1,0,2
6142,3,5,161,0,2,1,3,30,15,1,2,75,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.372,3.767,1,102,1,1,1,1
6174,3,5,162,0,2,1,3,40,15,1,1,75,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4,10.311,2,110,5,1,2,2
6197,3,5,163,0,2,1,3,40,30,1,2,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.783,5.891,2,96,4,2,2,2
6232,3,5,164,0,2,1,3,40,40,1,1,76,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.119,5.154,1,120,4,2,2,1
6250,3,5,165,0,2,1,3,41,40,1,1,76,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.806,7.12,2,117,3,1,1,2
6274,3,5,166,0,2,1,3,40,40,1,1,77,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.234,15.572,5,111,4,2,1,1
6303,3,5,167,0,2,1,3,41,40,1,1,78,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.967,3.323,1,114,2,1,1,1
6392,3,6,168,0,2,2,3,0,0,2,1,78,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,25.921,24.792,7,111,5,1,1,2
6431,3,6,169,0,2,2,3,0,15,2,1,78,91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822,0.578,1,128,4,1,0,2
6447,3,6,170,0,2,2,3,0,30,2,2,78,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.413,16.551,3,94,2,2,1,2
6480,3,6,171,0,2,2,3,0,40,2,2,78,93,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.331,8.522,3,115,2,2,1,2
6528,3,7,172,0,2,2,4,0,0,1,1,78,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.949,21.258,4,113,5,2,1,2
6565,3,7,173,0,2,2,4,0,15,1,2,79,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.912,5.84,1,96,4,2,1,1
6595,3,7,174,0,2,2,4,15,15,1,2,79,95,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,4.175,2,101,3,2,1,2
6627,3,7,175,0,2,2,4,15,30,1,1,80,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.181,5.73,1,104,4,2,1,1
6646,3,7,176,0,2,2,4,30,30,1,1,81,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.227,12.976,1,110,3,2,1,1
